ID,Major,Minor,MinorTitle,GroupId,GroupTitle,CID
3651,37,3000,Grounds Maintenance Workers,1101,Pruner,37.1101
3652,37,3000,Grounds Maintenance Workers,1071,Horticulture Technician (Building and Grounds Cleaning and Maintenance),37.1071
3653,37,1000,Supervisors of Building and Grounds Cleaning and Maintenance Workers,1026,Grounds Superintendent,37.1026
3654,37,2000,Building Cleaning and Pest Control Workers,1111,Sexton,37.1111
3655,37,3000,Grounds Maintenance Workers,1090,Tree Cutter,37.109
3656,37,2000,Building Cleaning and Pest Control Workers,1057,Floor Sweeper,37.1057
3657,37,3000,Grounds Maintenance Workers,1053,Landscape Horticulturist,37.1053
3658,37,1000,Supervisors of Building and Grounds Cleaning and Maintenance Workers,1046,Building Supervisor (Building and Grounds Cleaning and Maintenance),37.1046
3659,37,3000,Grounds Maintenance Workers,1051,Landscape Worker,37.1051
3660,37,2000,Building Cleaning and Pest Control Workers,1019,Window Cleaner,37.1019
3661,37,3000,Grounds Maintenance Workers,1002,Gardener (Building and Grounds Cleaning and Maintenance),37.1002
3662,37,3000,Grounds Maintenance Workers,1064,Landscape Irrigator,37.1064
3663,37,2000,Building Cleaning and Pest Control Workers,1015,Bathroom Cleaner,37.1015
3664,37,3000,Grounds Maintenance Workers,1082,Tree Specialist,37.1082
3665,37,3000,Grounds Maintenance Workers,1085,Landscape Consultant,37.1085
3666,39,9000,Other Personal Care and Service Workers,0,Caregiver (Personal Care and Service),39
3667,39,5000,Personal Appearance Workers,1,Salon Manager,39.1
3668,39,9000,Other Personal Care and Service Workers,2,Activities Assistant (Personal Care and Service),39.2
3669,39,9000,Other Personal Care and Service Workers,3,Personal Trainer,39.3
3670,39,9000,Other Personal Care and Service Workers,4,Resident Advisor,39.4
3671,39,5000,Personal Appearance Workers,5,Aesthetician,39.5
3672,39,9000,Other Personal Care and Service Workers,8,Personal Assistant (Personal Care and Service),39.8
3673,39,9000,Other Personal Care and Service Workers,11,Personal Care Aide,39.11
3674,39,9000,Other Personal Care and Service Workers,12,Fitness Instructor,39.12
3675,39,5000,Personal Appearance Workers,13,Hair Stylist,39.13
3676,39,6000,"Baggage Porters, Bellhops, and Concierges",14,Bell Person,39.14
3677,39,9000,Other Personal Care and Service Workers,15,Fitness Specialist,39.15
3678,39,6000,"Baggage Porters, Bellhops, and Concierges",16,Concierge (Personal Care and Service),39.16
3679,39,9000,Other Personal Care and Service Workers,17,Homemaker,39.17
3680,39,9000,Other Personal Care and Service Workers,18,Activities Director (Personal Care and Service),39.18
3681,39,9000,Other Personal Care and Service Workers,19,Activities Coordinator,39.19
3682,39,5000,Personal Appearance Workers,20,Nail Technician,39.2
3683,39,7000,Tour and Travel Guides,21,Event Staffer,39.21
3684,39,9000,Other Personal Care and Service Workers,23,Activities Aide,39.23
3685,39,9000,Other Personal Care and Service Workers,25,Recreation Assistant,39.25
3686,39,3000,Entertainment Attendants and Related Workers,26,Service Porter,39.26
3687,39,9000,Other Personal Care and Service Workers,27,Group Fitness Instructor,39.27
3688,39,5000,Personal Appearance Workers,28,Beauty Advisor,39.28
3689,39,9000,Other Personal Care and Service Workers,29,Nursery Worker (Personal Care and Service),39.29
3690,39,9000,Other Personal Care and Service Workers,30,Personal Care Attendant,39.3
3691,39,9000,Other Personal Care and Service Workers,31,Recreation Specialist,39.31
3692,39,9000,Other Personal Care and Service Workers,32,Child Life Specialist,39.32
3693,39,9000,Other Personal Care and Service Workers,34,Recreation Aide,39.34
3694,39,9000,Other Personal Care and Service Workers,35,Pilates Instructor,39.35
3695,39,4000,Funeral Service Workers,36,Funeral Assistant,39.36
3696,39,5000,Personal Appearance Workers,38,Hairdresser,39.38
3697,39,2000,Animal Care and Service Workers,39,Pet Groomer,39.39
3698,39,9000,Other Personal Care and Service Workers,40,Nanny,39.4
3699,39,9000,Other Personal Care and Service Workers,41,Activities Leader,39.41
3700,39,1000,Supervisors of Personal Care and Service Workers,42,Spa Manager,39.42
3701,39,9000,Other Personal Care and Service Workers,43,Recreation Director,39.43
3702,39,1000,Supervisors of Personal Care and Service Workers,46,Recreation Coordinator,39.46
3703,39,9000,Other Personal Care and Service Workers,48,Fitness Manager (Personal Care and Service),39.48
3704,39,5000,Personal Appearance Workers,51,Cosmetologist,39.51
3705,39,3000,Entertainment Attendants and Related Workers,52,Table Games Dealer,39.52
3706,39,5000,Personal Appearance Workers,53,Beautician,39.53
3707,39,9000,Other Personal Care and Service Workers,54,Skin Care Instructor,39.54
3708,39,9000,Other Personal Care and Service Workers,55,Child Care Attendant,39.55
3709,39,5000,Personal Appearance Workers,58,Barber,39.58
3710,39,3000,Entertainment Attendants and Related Workers,60,Usher,39.6
3711,39,3000,Entertainment Attendants and Related Workers,62,Wardrobe Attendant,39.62
3712,39,3000,Entertainment Attendants and Related Workers,63,Gate Attendant,39.63
3713,39,9000,Other Personal Care and Service Workers,64,Fitness Consultant,39.64
3714,39,9000,Other Personal Care and Service Workers,65,Child Care Assistant,39.65
3715,39,9000,Other Personal Care and Service Workers,67,Yoga Instructor,39.67
3716,39,9000,Other Personal Care and Service Workers,69,Beauty Skin Care Consultant,39.69
3717,39,1000,Supervisors of Personal Care and Service Workers,70,Theater Supervisor,39.7
3718,39,9000,Other Personal Care and Service Workers,74,Assisted Living Supervisor,39.74
3719,39,9000,Other Personal Care and Service Workers,75,Housekeeping Aide,39.75
3720,39,4000,Funeral Service Workers,76,Embalmer,39.76
3721,39,9000,Other Personal Care and Service Workers,77,Sitter,39.77
3722,39,5000,Personal Appearance Workers,78,Manicurist,39.78
3723,39,2000,Animal Care and Service Workers,79,Stable Attendant,39.79
3724,39,9000,Other Personal Care and Service Workers,80,Master Fitness Trainer,39.8
3725,39,9000,Other Personal Care and Service Workers,81,Life Skills Trainer,39.81
3726,39,9000,Other Personal Care and Service Workers,82,Life Enrichment Assistant (Personal Care and Service),39.82
3727,39,1000,Supervisors of Personal Care and Service Workers,84,Table Games Floor Supervisor,39.84
3728,39,1000,Supervisors of Personal Care and Service Workers,85,Slot Technician Supervisor,39.85
3729,39,9000,Other Personal Care and Service Workers,86,Utility Aide,39.86
3730,39,3000,Entertainment Attendants and Related Workers,88,Event Attendant,39.88
3731,39,9000,Other Personal Care and Service Workers,89,Recreation Leader,39.89
3732,39,9000,Other Personal Care and Service Workers,90,Fitness Coach,39.9
3733,39,9000,Other Personal Care and Service Workers,92,Valet,39.92
3734,39,1000,Supervisors of Personal Care and Service Workers,95,Slot Service Specialist,39.95
3735,39,9000,Other Personal Care and Service Workers,97,Personal Care Coordinator,39.97
3736,39,3000,Entertainment Attendants and Related Workers,98,Golf Caddie,39.98
3737,39,2000,Animal Care and Service Workers,99,Dog Groomer,39.99
3738,39,9000,Other Personal Care and Service Workers,100,Dog Walker,39.1
3739,39,9000,Other Personal Care and Service Workers,101,Butler (Personal Care and Service),39.101
3740,39,3000,Entertainment Attendants and Related Workers,102,Recreation Attendant,39.102
3741,39,9000,Other Personal Care and Service Workers,103,Recreation Manager,39.103
3742,39,9000,Other Personal Care and Service Workers,104,Fitness Attendant,39.104
3743,39,9000,Other Personal Care and Service Workers,105,Wellness Coordinator,39.105
3744,39,3000,Entertainment Attendants and Related Workers,106,Casino Dealer,39.106
3745,39,5000,Personal Appearance Workers,108,Hair Stylist Assistant,39.108
3746,39,2000,Animal Care and Service Workers,109,Caretaker,39.109
3747,39,3000,Entertainment Attendants and Related Workers,110,Projectionist,39.11
3748,39,6000,"Baggage Porters, Bellhops, and Concierges",111,Doorman,39.111
3749,39,9000,Other Personal Care and Service Workers,112,Aquatics Director (Personal Care and Services),39.112
3750,39,3000,Entertainment Attendants and Related Workers,713,Other Topics,39.713
3751,39,5000,Personal Appearance Workers,30072,Stylist (Personal Care and Service),39.30072
3752,39,3000,Entertainment Attendants and Related Workers,11008,Spa Attendant,39.11008
3753,39,1000,Supervisors of Personal Care and Service Workers,30485,Salon Leader,39.30485
3754,39,9000,Other Personal Care and Service Workers,30741,Personal Care Assistant,39.30741
3755,39,1000,Supervisors of Personal Care and Service Workers,31435,Home Care Coordinator,39.31435
3756,39,2000,Animal Care and Service Workers,10385,Groomer,39.10385
3757,39,9000,Other Personal Care and Service Workers,30908,Fitness Trainer,39.30908
3758,39,5000,Personal Appearance Workers,10488,Esthetician,39.10488
3759,39,3000,Entertainment Attendants and Related Workers,11573,Beach Attendant,39.11573
3760,39,9000,Other Personal Care and Service Workers,10187,Unit Coordinator (Personal Care and Service),39.10187
3761,39,3000,Entertainment Attendants and Related Workers,30382,Unit Clerk (Personal Care and Service),39.30382
3762,39,7000,Tour and Travel Guides,31093,Travel Consultant (Personal Care and Service),39.31093
3763,39,2000,Animal Care and Service Workers,30601,Team Member Trainer (Personal Care and Service),39.30601
3764,39,1000,Supervisors of Personal Care and Service Workers,11338,Residential Assistant (Personal Care and Service),39.11338
3765,39,9000,Other Personal Care and Service Workers,30556,Resident Assistant (Personal Care and Service),39.30556
3766,39,9000,Other Personal Care and Service Workers,30462,Greeter (Personal Care and Service),39.30462
3767,39,1000,Supervisors of Personal Care and Service Workers,30959,Floor Supervisor (Personal Care and Service),39.30959
3768,39,9000,Other Personal Care and Service Workers,30425,Care Supervisor (Personal Care and Service),39.30425
3769,39,9000,Other Personal Care and Service Workers,30479,Care Provider (Personal Care and Service),39.30479
3770,39,9000,Other Personal Care and Service Workers,1068,Camp Assistant,39.1068
3771,39,9000,Other Personal Care and Service Workers,1051,Skincare Specialist,39.1051
3772,39,9000,Other Personal Care and Service Workers,1009,Babysitter,39.1009
3773,39,5000,Personal Appearance Workers,1101,Spa Consultant,39.1101
3774,39,6000,"Baggage Porters, Bellhops, and Concierges",1059,Porter (Personal Care and Service),39.1059
3775,39,9000,Other Personal Care and Service Workers,1057,Trip Coordinator,39.1057
3776,39,9000,Other Personal Care and Service Workers,1028,Group Leader,39.1028
3777,39,3000,Entertainment Attendants and Related Workers,1168,Piercer,39.1168
3778,39,3000,Entertainment Attendants and Related Workers,1096,Wardrobe Assistant,39.1096
3779,39,1000,Supervisors of Personal Care and Service Workers,1120,Game Supervisor,39.112
3780,39,9000,Other Personal Care and Service Workers,1133,Sports Instructor,39.1133
3781,39,2000,Animal Care and Service Workers,1155,Farrier,39.1155
3782,39,2000,Animal Care and Service Workers,1026,Zoo Keeper,39.1026
3783,39,9000,Other Personal Care and Service Workers,1089,Group Coordinator,39.1089
3784,39,1000,Supervisors of Personal Care and Service Workers,1094,Slot Supervisor,39.1094
3785,39,9000,Other Personal Care and Service Workers,1122,Kids Coordinator,39.1122
3786,39,7000,Tour and Travel Guides,1114,Health Coach (Personal Care and Service),39.1114
3787,39,7000,Tour and Travel Guides,1061,Tour Leader,39.1061
3788,39,3000,Entertainment Attendants and Related Workers,1119,Park Attendant,39.1119
3789,39,9000,Other Personal Care and Service Workers,1004,Camp Counselor,39.1004
3790,39,3000,Entertainment Attendants and Related Workers,1045,Docent,39.1045
3791,39,6000,"Baggage Porters, Bellhops, and Concierges",1173,Stewardess,39.1173
3792,39,9000,Other Personal Care and Service Workers,1150,Fitness Director,39.115
3793,39,9000,Other Personal Care and Service Workers,1125,Pilates Teacher,39.1125
3794,39,9000,Other Personal Care and Service Workers,1098,Recreational Leader,39.1098
3795,39,7000,Tour and Travel Guides,1087,Tour Operator,39.1087
3796,39,3000,Entertainment Attendants and Related Workers,1103,Costume Maker,39.1103
3797,39,3000,Entertainment Attendants and Related Workers,1033,Domestic Worker,39.1033
3798,39,1000,Supervisors of Personal Care and Service Workers,1108,Cage Supervisor,39.1108
3799,39,9000,Other Personal Care and Service Workers,1021,Daycare Provider,39.1021
3800,39,9000,Other Personal Care and Service Workers,1039,Karate Instructor,39.1039
3801,39,3000,Entertainment Attendants and Related Workers,1054,Caddie,39.1054
3802,39,9000,Other Personal Care and Service Workers,1014,Child Care Provider,39.1014
3803,39,5000,Personal Appearance Workers,1132,Skincare Consultant,39.1132
3804,39,2000,Animal Care and Service Workers,1182,Aquarist,39.1182
3805,39,1000,Supervisors of Personal Care and Service Workers,1070,Personal Manager,39.107
3806,39,6000,"Baggage Porters, Bellhops, and Concierges",1124,Steward (Personal Care and Service),39.1124
3807,39,1000,Supervisors of Personal Care and Service Workers,1109,Costume Supervisor,39.1109
3808,39,9000,Other Personal Care and Service Workers,1112,Wax Specialist,39.1112
3809,39,5000,Personal Appearance Workers,1073,Image Consultant,39.1073
3810,39,3000,Entertainment Attendants and Related Workers,1043,Host/Hostess (Personal Care and Service),39.1043
3811,39,5000,Personal Appearance Workers,1065,Hair Specialist,39.1065
3812,39,9000,Other Personal Care and Service Workers,1035,Assistant Director,39.1035
3813,39,9000,Other Personal Care and Service Workers,1085,Escort,39.1085
3814,39,9000,Other Personal Care and Service Workers,1081,Personal Coach,39.1081
3815,39,9000,Other Personal Care and Service Workers,1042,Group Instructor,39.1042
3816,39,9000,Other Personal Care and Service Workers,1032,Camp Coordinator,39.1032
3817,39,9000,Other Personal Care and Service Workers,1055,Au Pair,39.1055
3818,39,9000,Other Personal Care and Service Workers,1115,House Sitter,39.1115
3819,39,2000,Animal Care and Service Workers,1060,Animal Keeper,39.106
3820,39,5000,Personal Appearance Workers,1179,Outfitter,39.1179
3821,39,9000,Other Personal Care and Service Workers,1027,Trip Leader,39.1027
3822,39,6000,"Baggage Porters, Bellhops, and Concierges",1192,Tattooist,39.1192
3823,39,3000,Entertainment Attendants and Related Workers,1048,Costume Assistant,39.1048
3824,39,9000,Other Personal Care and Service Workers,1031,Camp Director,39.1031
3825,39,9000,Other Personal Care and Service Workers,1227,Personal Instructor,39.1227
3826,39,5000,Personal Appearance Workers,1023,Hair Colorist,39.1023
3827,39,9000,Other Personal Care and Service Workers,1011,Strength and Conditioning Coach,39.1011
3828,39,2000,Animal Care and Service Workers,1113,Pet Sitter,39.1113
3829,39,5000,Personal Appearance Workers,1006,Beauty Consultant,39.1006
3830,39,7000,Tour and Travel Guides,1100,Interpreter (Personal Care and Service),39.11
3831,39,9000,Other Personal Care and Service Workers,1056,Camp Leader,39.1056
3832,39,9000,Other Personal Care and Service Workers,1076,Camp Instructor,39.1076
3833,39,9000,Other Personal Care and Service Workers,1041,Zumba Instructor,39.1041
3834,39,3000,Entertainment Attendants and Related Workers,1049,Costume Designer,39.1049
